# Resultados do Algoritmo Genético
# Sistema: IEEE 34 bus
# Data/Hora: 2025-11-28 23:15:04
# Parâmetros: NG=250, NP=600, NREP=50

cromossomos,fobs
"[37.02776625695595, 11.21146125824943, 9.865347794477916, -0.8194983773117384, 9.726384830061399, 2.1740231208576737, -9.19175407609508, 27.91109569368891, 15.636964234024969, -0.4528764534749367, -20.383123606602894, 13.42722769948427, -1.2019019405679228, 34.19125462769952, 22.57929799288872, 14.413056063884877, 23.98704466480396, 1.0191027628611453, 59.63533487013374, 121.21779756251688, 116.54297471437333, 89.93759506512814, 14.14956464716744, 14.702656123924534, 24.633283201368805, 15.969722201337989, 6.991117040263728, 5.9927756468413005, -3.4660556880731366, 13.64182205778996, 4.533778380607991, -2.2127769303507594, -61.06994936038888, 4.901596137629472, -4.686251349903438, -2.7517443417193, -119.77124429353906, -48.47672385227613, -12.741923849814146, -5.551603794702514, -30.756457123506458, -85.069857106248, -152.31777669623187, -47.78834559089419, -61.673219798849836, -89.2178371785019, -18.28159403160326, 13.144877077744061, 52.8089201943522, 1.7100954979017746, 18.000633225227254, 10.37714258020965, -19.203327680798324, 0.03699007859539365, -5.1752367641453585, -18.054960482010888, -43.318880466114614, -5.552992698555514, 2.1290532425239737, 1.6892675570843774, -87.82210667354815, -18.03990316109838, -0.8264873503459943, 9.793899661665655, -11.322173936969142, -92.5222541706337, -53.255438036716974, -98.9983622568263, -59.048112805407996, 0.6300036760424077, -12.830309981562207, -1.9886288204676397, 3.0]",2.1595814624859733
"[37.48825075344279, -3.944958803179531, -28.41714142850241, -7.368854962834197, -5.143367806501622, 1.6094646446801226, -2.155660506313323, -1.4081292315471845, 39.96619853306882, 2.282964100913887, 4.856667817933085, 4.116069272624877, 49.06485091171206, 3.449585695700169, 12.32251341884002, 5.2345249052330045, 16.549639263994305, 51.05916017860102, 68.94664679127048, 98.21169269283773, 99.07927249850624, 61.74955384265256, 5.445102217706978, 4.650485624670388, 25.74648713349119, 10.885522268824687, 7.950308920120577, 7.744292209589375, -32.642527624647386, 14.339070966739442, 2.8437824433096237, -38.608249857242676, -7.263874285343329, 1.5471943576618647, -4.424447582790154, -12.502563412326818, -28.49259652293479, -108.18456037258431, -12.335770160451759, -6.569937396071311, -19.140702120264873, -48.902612284596934, -55.05481268504631, -53.93679362538736, -127.79309539888935, -38.75202477002579, -10.559873681524799, 24.76656989552221, 23.297066591534374, 0.5894543553771496, -5.752051253107911, 12.784447510420307, -6.802405323151112, 15.258636085227307, 17.62770145716359, -1.9844207925157304, -34.36734128013488, -0.7997754873570914, 20.718779668222606, -4.424874890058535, -63.4359861561637, -2.1082266833232497, -6.878936959207249, -14.615331436035895, -21.745050556324657, -11.759531618274861, -98.32815050734288, -124.47763370429425, -35.63690286241605, -81.69919420521319, -21.954901128250807, 37.184754633095615, 3.0]",2.1771683959486015
"[26.582843571100508, 3.8250802611569736, 4.544698299036624, 15.214320772370305, 11.106188527151142, -14.795879433725583, 19.788494005009788, 13.773595061395012, 7.2316238184006645, 35.403800877023706, 5.3706909017925275, 24.95475497003051, 19.810919322227047, 27.24882662476101, 13.912406393139037, -6.948882692124933, 15.268605514343037, 15.801263432574459, 16.377100847530695, 55.665301672752825, 29.363425249802784, 45.64471087317336, 15.545922743285843, 23.639095292664127, 15.093419320876091, 22.876379893793978, 24.350259345816387, -13.832959162693644, 1.421255102669328, -5.442055082585414, -30.11742572400686, -12.494363011375627, -55.75240248589587, -23.135027008736582, -6.657874100005929, 7.283578728122037, -4.627534756276059, 6.399523542958311, 0.5789260889715533, -49.31143445181285, -16.379599548962137, -18.825280227292563, -35.27079437813135, -13.773806414280774, -56.80746915127139, -3.451090044254066, -7.059066406404108, 4.772943917365837, 38.84850900818888, 6.127693246541165, 11.306388932272041, -1.4637871769533504, -13.147479616373914, -8.272738739038918, -6.840834683351381, -4.02472534048766, 6.10415803014038, 22.412978388058374, -10.383895348524709, -0.10417228034837808, -13.155679610874085, -2.923337822877912, -25.388380221791994, -8.258824682608022, -0.4365432187906791, -4.597714018096412, -75.94576035402206, -32.055636757307994, -55.568141977621764, -11.960589099134054, -6.390040968676336, 4.7184836266895624, 4.0]",1.7199615495775387
"[22.713927723718626, 27.920197799677968, -2.4353724493204925, -8.412082488049494, -2.1256874055630424, -5.50376568297757, 4.981938068730544, -3.0882289494745216, 19.00550548637357, -33.22447252331082, -2.271203207609304, 27.639895642277086, 66.45276140408396, 27.51681335400712, 6.991606429972966, -8.887142663632904, 5.467916864470486, 25.653289460600185, 57.785226928450314, 123.78688505299505, 89.27628651307607, 14.07548577074951, 2.3595068643622805, -0.7208429479484212, 40.918010245558726, 7.429939965620075, -10.862677551543523, 17.451993577242686, 9.159360026790711, 6.974267951899039, 20.8058486247882, -23.018902835863425, -47.995287740726674, 6.07753205345925, -21.594077222438337, -5.4500854498693645, -39.085014915689335, -7.546762589791491, -31.091034790978927, 12.284581671101451, -4.81576740237056, -50.50835251534056, -10.97726340921148, -62.464908223497446, -64.03482872889681, -76.97145579782578, 8.987251601500384, 2.456702309338082, 34.38326368847422, -1.7814727045835637, 0.26928867701298587, -17.786890211784865, 10.536775740435619, -7.713821131372677, -6.530065100652933, -6.479663067308559, -0.9866268653599175, -11.051599447063804, -3.1084247470333746, 7.639006708069312, 10.220196142807284, -27.98899260807588, 13.300793485623366, -19.53910928390793, -28.893256960039075, -30.890996649305805, -141.5679493657996, -57.54275387275359, -75.43680938605995, -115.69045738584785, -21.487918809685542, 0.3294006063672303, 3.0]",2.2083222499561987
"[32.86431860929876, 6.163871392911363, -6.27530869835305, 3.1636483871539984, 1.758954587467153, -10.615878841984275, -6.852046331976656, 13.25984017949551, 37.36763295349192, 3.8232727886220355, -12.020310978673171, 20.88899907326087, 19.713905511658318, 20.987532081446613, 9.924222119116862, 3.3210188806726695, 13.852580699352318, 43.87763053776724, 67.46006485606178, 99.39703146401763, 66.43491219089454, 71.12342258464946, -13.903322811573275, -12.923405194086078, 28.402133842439017, -3.956816733350333, 0.4901550378020484, -1.0516585263387896, -1.8136812607092343, -7.607741607450104, 19.56096786754841, -1.2593478159730582, -16.838612634578592, 22.721183348221047, 13.979725781244774, 18.257360999803417, -49.04575158722745, -14.678010021219663, -4.887260711299412, 2.62850917637154, 0.6092636426822136, -14.346478536413052, -55.52762260834216, -74.0344188193397, -84.98624528178759, -40.9663848833291, -36.316449592848656, -2.101049970015405, 21.869173733270905, -7.904424234245104, 8.161610539166388, -10.210720080190134, 12.474614107879031, -10.931387659981137, 3.2073156443322266, 11.483410712838005, -5.22778259350609, -14.143826429684157, -2.6928793615707796, 9.91407029166166, -82.16888981259726, -43.6657049175557, 7.896031412969394, 6.29349382241032, -28.85651658868155, -40.48463753853693, -84.23743303707148, -111.23521330203188, -106.54388785036834, -42.36207706609066, -6.25196811753434, -5.747227153722906, 3.0]",2.1993651837570978
"[36.00680080591798, 10.451996155469685, -3.632298401917458, -17.57141367892386, 10.59618113330691, -5.577148644833911, -5.420039449408413, 5.276703032596886, 22.59270197153926, 6.997214778549727, -0.603528401470671, -5.425406321434462, 44.51877473268291, 12.201696297475474, 1.6032395883008284, 6.272794483294884, -9.571143837057269, 61.88871435886747, 99.85840369455134, 125.48289297143681, 121.34142324554264, 100.69715172291252, 3.8575546127574745, 12.348057672999518, 33.915681104404364, -14.603205244184139, 6.9840748323586, 2.844960775371849, -2.676299508737081, 12.217435004374387, 10.216629380420507, -0.129506936554382, -63.810050771183455, 6.894014868509059, 3.6068631017365353, 4.813464218687281, -45.2897388883805, -41.66263000469186, -22.498389283981012, -6.806626566780227, 2.917880600621838, -12.062455821911506, -77.08164620044316, -34.94203002484929, -43.048072871816615, -29.927872511681137, 3.0928516224716054, -24.42276350948568, 21.60424551630539, 4.996274810872438, -12.868659949610954, 1.8177435065161636, -5.259412140613594, 0.7757995153685925, 54.45056143583922, -18.04718484031759, 5.911123306466355, -5.583321813701784, -10.352175530731127, -10.423028985627692, -41.788348268399034, -39.6477138543381, 2.123006137664182, -16.094734887455655, -98.22807285643792, -12.899467585506505, -16.990356304785198, -84.76441673077213, -44.317483191374805, -40.18498971242123, -26.00664277651485, 12.894511974661025, 3.0]",2.191447486026165
"[9.605074399049158, 21.807207669382446, -2.2557276300796603, 3.3627820950353726, -4.332552613851345, -13.71512231702221, 8.509043890971435, 0.6542250078690011, 13.918262821401054, 8.917367961908035, -2.56833506947763, -11.188795480216424, 21.86259164281118, 13.073006310007084, 20.384632196839714, -2.596357227670113, 17.836083176290252, 47.02775682904418, 89.3735314844748, 68.21870793053098, 85.98432874652124, 33.122349861688065, 12.649561542866255, 10.338887626781931, 57.7571324823816, -6.838179144452091, 13.384582075694768, -12.12802332624474, -0.7992896832788019, 15.869899007174492, -5.6633470882449215, -12.683014372206143, -41.516138094794286, -12.268929748392804, 15.029186069444568, -36.39560360308223, -38.283058022348705, -35.244726128269996, -17.892585005945488, -5.96457842174618, -3.588504469948152, -27.227156825439984, -54.86834565888617, -100.44870055061041, -77.98960446558488, -2.8859325539275993, -1.6420972491559853, -0.3717208297169262, 42.27989190588944, 0.9288520800002463, 14.46263573367764, -47.74469702237238, 5.369095637751867, -21.44063247096426, 15.815062978617911, -4.130370258263046, -33.094991861983914, 19.06809809875358, -14.944203690462189, 12.105704168177317, -91.04698479398023, -38.582409126328685, -10.525880672603757, -5.55622307417812, -13.763398410703884, -20.826059414861714, -44.334670864334335, -140.99257729219113, -76.51416569155575, -168.42569519843025, 9.188018654357736, 15.349132815030146, 3.0]",2.1983143165258783
"[17.749714226505095, -3.7522810613452147, -0.16865393671845647, 6.358050683901521, -0.5751856792795409, 42.34790058372095, 16.638078536886596, -14.120453610941565, 47.1306808518243, -8.995006849846886, 8.93397673932186, 6.445358626123323, 49.53666380179126, 4.116228895801057, 20.1358037106022, 28.512158574446023, 3.0356436355285723, 10.917330337194139, 103.31005933519032, 78.03255619332447, 68.64833264335566, 18.882174105568733, -7.913583121369177, -1.6370696357731545, 29.78918562542266, 62.688864421022096, 19.760410893534395, -12.739763336900236, 5.018055181694892, -4.651178789124219, -28.43188884686196, -7.167856644643603, 4.804128894258863, 5.225344639666152, 7.640730308409973, -8.227157435289243, -55.46562369882502, -60.80285823363021, -1.1469368445475188, -1.037739043607104, -18.692096691407308, -8.337964764567264, -37.9781688025213, -124.51083237367169, -86.91480428262638, -99.42603962080257, -9.23909820874875, 3.908404448152547, 34.65513103243158, 11.372736788527183, -6.268264284683719, 5.033803436074278, -21.456050490508275, 5.979931649023021, -1.7576839661043588, -42.438009926132274, -6.094101779765227, 1.9810057689254565, 9.136171169719415, 9.455163237060704, -6.12368160183855, -17.001099242516393, -33.056575764071646, 9.76915229942943, -15.697744366427711, -112.83471072660862, -35.14560173448798, -92.83517084208829, -93.49153947690982, -83.83579942031952, -14.569015840985715, 0.14073063179987114, 3.0]",2.2096093397090106
"[43.188171271866906, 5.0926424219248005, 2.2450655851618726, -7.349043158982538, 0.6177979406438802, -3.573180148038007, -0.3080467199982549, 6.802713627038233, 26.3895759384157, 24.07554191041693, 8.649342516751787, -16.446629552730133, 29.358484274104793, 5.701191946582356, -11.299482430687211, 3.4169274934609852, 1.9331407912404466, 7.612509694037421, 32.07923094032413, 113.80747477615242, 86.08405577613483, 67.1641525295373, 4.032569410219471, -13.764846030936518, 17.79062427245061, 22.671002746850025, -2.57112094073035, -3.5648780415154073, -7.465121200638758, 10.085658560457315, 19.84551809822256, 26.861496630485735, -22.82476664097643, -10.446034053476293, -10.501029836779784, 18.787314218864633, -77.65322138177157, -51.80827786318757, -8.246925510992662, 0.906706149996859, -42.120918744379765, -54.22993755604836, -219.2451914327221, -76.5767306123253, -76.8042914652294, -45.48727334149981, 10.88796171700952, 29.790506471146326, 17.83054801920461, 0.3711233937335381, -4.699888560944083, -20.817191276093226, -4.632056159334564, 0.7460670304406748, -18.483776775468012, -18.709202587646093, -13.211576574967381, 2.038246062175311, 4.1032104762183135, -22.714009900834228, -18.95314162949049, -15.038050218676872, -14.119236613136085, -6.4522942931802865, -1.9021359865410756, -55.299650790377505, -22.739487810609322, -70.37752736672199, -64.9998474075437, -31.98873321611161, -3.425207502562581, 2.8654945041928395, 3.0]",2.217510820469921
"[14.681685121173892, -14.490404431527402, 1.3777999157583782, -0.01698770408466349, 0.05921753595151348, 2.1240178184978706, 16.29767619576498, 13.198780248722452, 5.896566090434613, 22.04267243600183, 9.494008887801794, 12.857022125633316, 40.586804888138836, 10.329275330815364, 14.62230507608175, 18.799379937632438, 38.492869374404606, 14.565630925411375, 29.900417485056646, 51.26327589998321, 28.73894321080108, 18.421071458606264, 25.577872212379017, -1.934178487401174, 17.287958041166927, -3.148777480987588, 28.740869757448955, 7.813920778233162, -17.021254428567893, -18.174430858831776, 6.054256673801454, -13.984249668197897, -11.412777097742051, -16.65399416183402, -7.672070625154289, -13.249427364788229, -2.5615638994971413, -16.383388569647565, -8.203872697362273, -1.2609972903365751, 5.776619815463566, -1.5460032182896097, -17.811497224849795, -9.575981066215432, -47.009468783382, -23.26563293954911, -13.92268415564989, -7.695933737093958, 32.383391857673224, 4.664555543741202, -3.3637289404085013, 14.528898349196051, -4.686461266030066, -13.707138287924199, 17.417187311825767, -3.627570877742969, -34.20460796434384, 13.468908019134584, -0.08142049766556769, -3.260725739396723, -50.44138376304076, -14.02909970999195, -5.0222500852452585, -3.8213567747289385, -15.01712519293672, -35.37062538613499, -3.818972808466563, -30.643829420034574, -31.260672903197662, -18.075964234804268, -6.225792272050722, -12.448557688154294, 4.0]",1.599946628987229
