# Resultados do Algoritmo Genético
# Sistema: IEEE 13 bus
# Data/Hora: 2025-11-27 23:11:28
# Parâmetros: NG=150, NP=600, NREP=50

cromossomos,fobs
"[110.75474065245851, -31.655515464811714, -20.53046113196261, 13.269566905221144, 35.641931630065876, 4.977954063998846, -81.33979613987698, 27.973510322720163, 66.41699266282708, 1067.5132751310043, 577.3494787998065, 60.71076679114059, 484.92952693728824, 102.01933831938433, 135.89035759277732, 71.3369346078854, 54.22638381660968, 36.99787616027723, 1074.9246457981185, 473.8731888551601, 710.1981210149086, 686.5057359625911, 92.03262668388457, -15.867961546799096, 190.82176630824938, -36.654828991929655, 20.543839747967805, -6.591417469986226, 4.992292977748618, 88.70332187902115, -20.702911244925126, -87.81920584802089, -181.35048840118088, -94.69496199555586, -31.125464281270688, -11.206748681987403, -102.98758864982008, 2.75495561173361, 44.61352671439849, -49.3087882456787, 34.403689202769634, -47.2390806620321, -290.98791863098035, -319.5041281141645, -394.6767756705035, -97.68892545101336, -87.5505028969823, 73.76037521084464, 120.71655327591593, 7.6340720064344785, 34.43993771579639, -218.60185855881426, -46.837423205180805, 80.42226532589046, -21.741446059537022, 32.45456488068951, 22.536672668478325, 87.02544462550631, 0.09314190667991396, 49.91082396586343, 171.8882287034645, -30.645536896358962, 8.521667580966973, 56.491114344246554, 537.7410371313006, 69.4152862221489, 1937.8917797455688, 479.30026862468316, 113.3409383435472, 70.69817766506793, -12.627864425288424, -17.487076356949522, 2.0]",2.683318729811929
"[200.0325145626783, -8.3144823605536, -4.1729778501636146, 154.10559023226205, -10.917110479972802, -44.000600821115135, -26.83484537160263, 317.72292545992815, 366.48001395719587, 73.58363690933074, 142.5774865822824, 105.50674502349763, 261.1493742586295, 202.1301493238462, 67.30221068096466, 98.60318866931311, 243.16005468880056, 181.61944542933023, 366.6516876793712, 649.2111032490174, 335.0649306754991, 204.99523527913996, 72.35079141693178, -51.54693859120599, 27.756324217237747, -47.59091626073226, -183.35961314220148, 161.7400462066745, 196.82165590720263, -18.841397616214188, 15.317611893232208, 62.091600786804484, -73.89928685124971, 70.89270442552481, 12.193220467873873, 32.09972410714977, -100.13224258549857, -50.47417028786862, -164.44977084770474, 107.644234184704, -112.2830793308895, -30.287740389833516, 6.836040902505309, -127.4532290128146, -43.161405017118895, -77.78083469879418, -38.95023875557789, 65.30322270991881, 175.79771601653192, -100.30583381768574, -37.053064598046525, 198.1819408345189, 49.04024287553718, -66.70345426067061, -102.07123981419065, -31.513559954283288, -2.069413660863485, -6.909539281367865, 10.14422488420577, -39.60395106783251, -125.25507254670114, -89.06982571380522, -90.89861619706979, -77.93254190834014, -46.616646356134986, -216.9091633348263, -230.98970014186878, -35.55686376885388, -156.52933734822497, -195.0367273849713, -188.11172095120594, -178.14415373127076, 3.0]",2.0917124530305524
"[221.7126479040932, -2.4993959777402566, 39.51866987173799, 244.479285223124, 85.43556657777889, -80.34151001421186, -5.75208092785893, 123.95674183822972, 287.078228952854, 95.30818465007725, 140.74757265918424, 76.6417671786382, 135.37701739094857, 108.26797991278629, 58.52641669241715, 107.70056143813862, 40.83894866154947, 154.57027633370416, 188.48480218897802, 451.2141664085532, 167.13065249422277, 208.57190241508556, 159.86144709916425, 186.43307932802767, 131.15041644235848, 97.57608538051124, -183.50368751476233, 33.690530945866286, 101.83615941773765, -12.370569615866096, -91.93531764113963, -69.99319596163578, 6.249867073499316, -23.57542151945779, 2.620796813471115, 32.3492358459436, -67.79262868646042, -13.030539220723622, 7.82645584296536, -43.80597789785752, -92.69172020202498, -12.276991509347983, -47.03744317745798, -58.14998109128733, -67.68364761391287, -44.02017045024774, -103.4866332946979, 41.48655974431805, 127.59509413409094, 13.821162710468316, -48.847805704801154, 97.46154097725989, 17.051774123920175, 12.469240438099588, -112.73282197139766, -92.12569465751095, -14.25818548923191, -50.2094992726631, 20.494496051259794, -96.34942750545453, -127.89338921881135, -117.8462183809657, -123.4595076227748, -96.78894009722411, -142.01568540876988, -107.91155554889356, -221.86917216412002, -71.83683987415361, -138.0691350374969, -89.08875862461764, -104.9448047164975, 70.32988831273806, 5.0]",1.7004807466527008
"[211.86986113363406, 53.27134455248484, 177.91843296851667, -52.36722394969414, -87.07326478361477, 84.33885820573313, -4.1964346217101465, 83.90711474635059, 60.027765031591294, 56.49323588908028, -121.57823207381132, -57.630764149308376, 163.8468892164897, -84.82634571820998, -129.22671347109858, 82.75719908479196, -117.6964415943944, 47.993913519873836, 486.6990187839316, 1197.746916345997, 459.0067878389456, 188.60036016494186, 149.9701814617697, 62.54004676243058, 116.77734195752944, -19.628924271692043, 39.09227927379979, 7.518535993384182, -190.3509893848594, 59.54927859063519, 27.673461855065618, -113.07743386608965, -215.12633411152004, 23.13186148812782, -1.5504647619645198, -90.09608770723428, -353.6008122671457, 43.788153951994, -64.93066459990668, 23.407086603474276, 26.197858108738775, 65.64841736515969, -48.36138411927172, -199.14467086675742, -69.49182997009339, 2.309289166958988, 3.942053733225416, 65.77035124422571, 131.54595852606326, 59.7225255395182, -65.65088951086659, -50.732555416613835, 79.63106667446093, -129.93348544053936, -7.802867423909277, 12.803392629090792, 123.71374724685303, 3.8837496112988887, -84.94539623320873, -10.741643722883085, 134.65800910490836, -93.48965805315508, 51.69598568024335, 40.08271132444672, 25.93314978514146, -194.8738363147601, 1651.4949878004036, 477.3581081592472, 656.2081837401397, 122.62009414141765, -112.56950491473307, 25.886271618302107, 2.0]",2.6869164222984105
"[170.49472921163817, -24.09806861593693, 134.49391591047802, 42.12464021606915, -63.017694747195605, 7.380533654256225, 81.68800370625156, 138.219603773515, 115.82192898600812, 273.484249975456, 60.675409102799435, 93.27169774055074, 399.65947241145574, 286.7478026852677, 51.97196023711698, 102.65005728271822, 90.35812971028356, 186.57393144659224, 437.5148751506013, 185.6596619578075, 190.0594685909831, 164.4466214580896, 103.17852575164098, 35.75343593650628, 203.9718094906968, 169.7352935181456, 13.495529641188211, -19.92780540464352, -19.05846660497115, 36.820949882708724, 16.296098424965912, -51.7918948236522, -155.10923652947108, 0.9486016138913792, -59.64183385038276, -59.24467967200975, -58.34148245918939, 26.747736771149373, -54.79693532266208, -18.548710947110855, -77.47603447979328, -28.575741805284725, -62.96885374281193, -169.20793712540356, -122.70296264699694, -42.57051933328355, -161.66021471710275, -51.97632758274034, 144.61928973581465, 11.43571648219218, 91.33471475749204, 56.55324804201271, -16.269003507093203, -77.68715642657436, -101.51512833849893, -76.91320763559878, -144.72245394929053, 15.19017999861481, -125.7781513434315, -89.7946401929886, -128.46132661733515, -0.8797743703827564, -134.5474305365897, -80.48357797227206, -114.90983932380256, -196.7240931926128, -114.74916558458092, -226.7033636051131, -127.47781650579152, -154.54671755344478, -121.65818076341519, -74.68568513368369, 7.0]",1.6211789812313109
"[193.05110187953815, -65.61255611580258, 30.127076643913053, 17.31462986840462, 16.267152715804823, -40.10185864896833, 94.2910816960417, 550.7088654426858, 222.83573187950387, 80.41690832538788, 91.13572396012296, 122.43616088988502, 16.327533503510576, 316.23260362322054, 155.7086239670294, 126.50575864336237, 121.68816928677407, 166.46275232271503, 321.04373611309467, 393.9814202015388, 236.77601690704884, 251.00319927994002, 131.13448140368538, 39.32376802517824, 180.8940939442162, -92.2464491605243, 6.152544740134606, -66.96324402667072, 80.79887479000442, -39.989842088245325, -32.75144984719686, -73.4615337792111, -120.6870372709943, -35.07222923225138, -2.049915802546203, -20.07898858836309, -82.90619099416963, 4.531255179536375, -49.50972892919985, -22.833846592126307, 15.151553950975682, -48.10846380835663, -58.60960253740086, -118.20212762327861, -30.54593643065708, -42.964660612114244, -23.754306303131393, 27.557919483576494, 53.31585845514512, -61.941620171847035, 34.99499413438253, 24.293811331213856, 49.44644078347906, -94.75491206462466, -70.92573092480937, -144.72180645198475, -13.100847565035469, -21.801368915715212, 13.339297831788471, -50.98019628485663, -236.92529897000776, -12.099482297686682, -114.94863103856761, -63.956744544907174, -97.23635420887943, -105.1312677110646, -149.99296738501258, -140.75847108109843, -185.38998027704866, -75.77331993127103, -119.8021106725419, -64.4131932564818, 6.0]",1.6605713646286064
"[10.547693367118455, 157.62449732797762, 46.183644327125265, 65.31627823974128, 55.139791432505326, 44.53362084749789, 77.7845161629745, 154.20966146694246, 1035.8420523612185, 44.558856481682525, -53.87437419421781, -5.830626038316446, 198.82959257016, 142.28458437589168, 180.6435849668157, 38.82073369549053, 27.41276357432589, 1164.0519555495707, 99.46699632940285, 338.04702672089184, 87.74833955622444, 365.3212809884231, -155.14709100047466, 75.66168150016588, 89.59727156262343, 212.29681536362122, -233.4330686954354, 144.23781242386656, 86.52415551641042, 20.519684429994705, -38.913308330092875, -92.83027430255646, -14.398123108114273, -9.186864180831456, -2.298650379954383, -31.689680707105158, -136.10028582394918, 87.9030841466462, 16.703501915904365, -13.295173813102533, 81.30202330628494, -621.9440869209948, -721.1517547444655, -512.0088282887087, -962.5605845568542, -61.6972915181929, -12.002205350270591, 106.05355952800143, 131.079814244171, 148.04686559220482, -140.93392249351595, -47.90149572741045, 73.92701111679692, 62.97582839201869, -51.74450963707843, -96.38605517227484, 410.06073898153915, 189.71102648234367, 27.126660550893163, 1665.074488436234, 484.10575178274786, -16.81730514978557, -19.562870622793337, 71.02610549552503, 61.47389897527431, 20.443341217332936, 940.9681001146544, 1525.8071398666166, 206.70178567663757, 112.79745627910201, 110.53943624624544, 85.65760565210844, 2.0]",2.4836275797374925
"[152.27778973954983, -7.893364183884925, 47.08398240884715, -11.09197281815039, -32.41466069762859, 93.58689077140917, 44.80086322988629, -123.07813425342628, 542.4011006130572, -0.3375919919268693, 176.58822934316322, 95.97341802745974, 681.1974211506073, -106.17657129168042, 27.461823557530337, 38.96822838507193, -80.76160573191707, 95.67096247299784, 1221.6697332224603, 665.5103821173785, 50.69976391131153, 26.453891966856173, -9.402281287254219, 17.35567706348261, 86.9866406846972, -0.612159047392011, 89.86397062930709, -100.3835066805548, 59.283460743811986, -119.14599234186194, -100.43759157531376, -93.08518421943347, 34.12073969749231, 39.563806588044095, -32.39373327868413, 48.788421696814034, -32.34718128819307, -33.95952500060314, 33.38061295964694, -116.1329308167708, -73.6259821113236, -38.4989861411988, -580.2689015100474, -265.157791211432, -268.1842174398309, -93.98087486010877, -63.411903500193525, -138.41275141014447, 131.7693455165644, 158.34926346281986, -46.28614426517485, -41.51289345578178, -42.01120186056341, -81.09880134980125, -40.01767490755364, -8.54538043348203, 28.914609654015518, -64.44683680562105, 22.47987592385879, -21.980797421379965, 141.14540973270067, 16.050658691307493, 9.380208102124136, 201.67140481322735, 223.4103164541276, 7.041001125857584, 426.8417221649076, 981.7631453497031, 503.520409868225, 225.14535834450308, -34.82218154079803, -83.2456813316387, 2.0]",2.6453566129227517
"[200.6697685331447, -38.18424781495243, -28.99113655991049, -68.06775652612401, -30.854368164333316, -2.253697407657887, 108.66424019000094, 77.38680530308477, 117.61764956209464, 99.82828946036524, 112.95568411926324, 105.57697389087706, 228.88806782841237, 86.9617090962061, 177.9967863838215, 85.53199157375036, 73.85509358419216, 117.262723510388, 244.59332156958396, 324.16058619471875, 186.26270309022246, 280.91148996305355, 137.50580839574496, 147.23742446159957, 142.64677449022415, 6.0905201228914105, 58.28409900889886, 33.7535187928076, -74.4105922527609, 9.569791114769384, -26.95184275478105, -72.54223845200248, -146.78602847924031, 0.7316336469425497, 29.952419255936018, -31.85891040646009, -41.521269427592856, 32.90204535272482, 24.245739447125125, -9.342377611044803, -25.84661881733635, -45.80953073433719, -14.514143943572208, -96.15331399683573, -37.316534542698236, -23.675133616718554, -52.137638738054626, -2.5998033890491765, 150.57418471878518, 13.549766525273204, -63.05272201340351, 72.77542498829943, 30.066643562088842, -57.73011159665388, -14.732905349627863, -148.94610795938198, -132.1203484456535, -123.26889373519202, -42.59482227647583, -92.99635017912507, -73.56049220750604, -173.11884521685067, -28.711874267160052, -77.6275091173264, -140.30180508583416, -122.46479049483095, -119.94759661891298, -171.59204832569782, -156.49037886128565, -51.90554737450808, -100.50205499626223, 12.938582280642414, 7.0]",1.6925185731339702
"[255.95177032325913, 52.200591498126826, -20.7234596208308, -51.05525871226644, 28.079800115287323, 28.431276805612754, 49.530991370668815, 87.96973147745992, 133.3665430502464, 20.832771165116245, 147.88683320509148, 193.98152927103064, 215.43127628429713, 33.370822892883666, 115.67733411885912, -21.576112927414876, 75.8768504097857, 22.32275991595464, 330.89855554296446, 593.8887025060927, 241.70264093866498, 151.7493411095812, 73.18937935042787, 50.50803312412812, 162.44651697593986, 20.461431205072913, 160.45003471467297, 10.1341436713339, 65.17672633227392, -9.734453285544866, 20.67191207522031, -104.24082986546901, -71.38253916067647, -16.5267765474598, 22.919940109818903, -20.676901489945603, -68.95219789384396, -107.44835857845668, -52.389435817916464, 91.33838359894733, -63.825639753313425, -91.58797288868404, -2.4633462542508644, -95.14397366855617, -176.66466437557776, -30.47638164309903, 70.30035512409958, 26.1299167627432, 310.7163508862612, -120.04425453661284, 26.328261842377568, 144.40631743983536, -27.481079729925273, 0.045668685692706545, -0.5606005675723975, -31.02715100507398, -123.445051156277, -21.70951994277605, 33.92216742537908, -37.453967535970556, -91.91138489122696, -93.8134381647448, -68.86535061653544, -77.09462023879789, -23.86719091493588, -155.89606753315115, -219.679923321475, 60.66445061968933, -97.39164733444674, -99.80077267332825, -2.6347527803852024, 53.13502837454281, 3.0]",2.3475149517696874
