# Resultados do Algoritmo Genético
# Sistema: IEEE 13 bus
# Data/Hora: 2025-11-26 21:00:12
# Parâmetros: NG=150, NP=600, NREP=25

cromossomos,fobs
"[166.66981324063866, -20.588070886789996, 23.77078979240982, -12.665916658095444, -3.760904932541584, 36.55168556104684, 386.92658717069673, 564.5414086459676, 119.0074171241622, 104.88671979216014, 21.24081646391471, 806.93964129249, 100.66266662156602, 186.15635595495337, -75.99040757679678, 44.923540055897675, 146.676901356966, 48.746738531632836, 242.57819086078482, 437.36648914641745, 137.36962585860377, 163.32146986184367, 100.9398376184144, 52.31994264919663, 138.21400600112983, -55.6926996696913, 119.31554196251417, 31.101891195651607, 64.78763434968533, -85.42200498771649, -18.219823970503978, 11.741707092583543, -209.92271408967954, 29.805793331381008, -98.79359651427009, 34.91071007194062, -89.44108039917825, 61.131307941991736, 9.238422886146415, -15.023158450722894, -152.8839763040888, -60.38080611463212, -85.74261917785148, -60.431458907283556, -8.06417800865168, -103.96145237147454, 10.309748160338902, 165.9480449316306, 216.50842983871055, -380.6346033366627, 31.934591024048487, -97.90913152641686, -1.2740858570194376, -21.85152177055234, 12.035016704568338, -32.513246227942126, -51.89698674391154, 21.2410220545886, -78.0256178767955, -23.00724854926407, -100.9095188632213, 36.213861984277486, -179.48498105809378, -168.06406258167124, -0.8130395409898714, -269.0719209194329, -77.77317012328727, -48.288327240613036, -228.92260106522602, -96.38790237453854, -1.6021722989043474, -101.91180832081255, 6.0]",2.145007291579518
"[134.4978691394989, 136.02127353069517, -93.18118474968664, -20.51460815123821, 17.453098345891377, -30.916369952436206, 97.79681991122105, 145.3947173929143, 151.82354490696054, 73.05154478269337, 72.22701292232554, 203.47929005901292, 246.48573223300176, 161.641345162323, 151.99050908435106, 121.60181414104689, 142.6096090411166, 255.31460050161184, 290.151837932191, 187.47901583733062, 237.89933076179884, 292.11373689671314, 74.114700965195, 21.10396417724129, 185.80769035616694, 29.158912830959455, -192.7320745818712, 15.299214989228167, -89.58257565003082, -0.3912889965516335, -82.04767026813566, -39.718632189559564, -56.07992269650137, -123.81081265336883, 6.8157191687076795, 15.416752962882748, 14.40511133598322, -37.897301338630406, 13.06372691780757, 65.80785023642187, -43.645981573267775, -23.62299430337711, -83.0360331510504, -195.21720710468503, -34.54170991930364, -56.373535564996786, -53.68800243618212, -36.271802276343735, 117.22837396989144, -43.282474997879945, 7.597367016981863, 81.31872870655575, 82.18204375459284, 37.73106320373073, -15.018769769774362, -73.2514841417704, -144.35098875280386, -211.6928271862109, -137.31020452744306, -75.80493931912157, -63.16963389631434, -89.91497796116616, -88.6838736279138, -80.63455374169537, -83.67432293803306, -67.17419628724035, -109.75697100412187, -349.76519084324025, -138.47992602057033, -207.9070578621879, -171.29033785061935, -81.8784707634603, 7.0]",1.609059495834577
"[155.69802456299504, 72.5942187425925, 64.43729289405206, 218.76459114474605, 26.765999475813466, -48.81499569598073, 32.92462012351468, 323.3781798722279, 118.45425772890333, 36.52837618857524, 34.782389847938816, 41.041768491002614, 266.0355983511778, -26.303638246248905, 111.33205687970758, 54.378342362432285, 112.0577742805186, 264.9778385531504, 383.3510047309035, 294.8097607470685, 126.5918980506727, 94.13307034412627, 90.25913628894502, 28.5668466325885, 168.59244007984, 94.10587025659808, -58.642050063441346, -53.30899243131246, -1.3793262349539521, 11.220017449399133, 38.11248228937158, -93.31523173268977, -182.57007015880185, -51.07342538400027, -129.4678879880732, -4.968480970861412, -15.244855692897636, -43.74075061276367, -36.74057011524053, -23.647551375215777, -26.545004470842827, 3.7336238962598705, -147.78927783292465, -167.2210348299828, -293.1460299086484, -75.3570112977755, -10.733410885617872, 136.7231293576174, 130.69190476508265, 22.37543574665591, -57.03330772174907, -94.05708579646307, -75.07673966085402, -0.25969600430804807, -19.589595355810513, -51.00886792907336, -162.47348151741204, -62.457470695839284, -27.023897982460095, -117.21131936770516, -21.317173650844047, -178.1770349589093, -37.942961563064294, -54.18287150306456, -110.49474144434262, -1.4490411168277426, -87.6723141202149, -84.68895553456623, -139.43658072049956, -80.3458235235148, -20.170908537802724, -24.180588172069008, 5.0]",1.9310201438008625
"[203.834168614674, 42.22206418396788, 89.81064212109042, -2.694901662990686, -124.44209259403515, 8.946813982698693, 155.9473266176787, 201.56720325691452, 348.6624198217966, 87.55340878914113, 257.16347012292164, 35.49899906146297, 211.04708143518428, 47.920908175999045, 258.68286125056636, 15.431205134502875, 125.07675329778579, 126.27486897336752, 236.83359932801054, 422.2126202160151, 155.22395237135495, 132.77387795729075, 90.21802285440172, 68.48543838618997, 191.09986085436302, 23.94390481688338, -10.3343625974188, -64.71133151129173, -1.5040785726729409, -18.42632659707882, 71.11503059431567, -53.54619734776963, 32.78282414884421, -68.23776150283166, -3.0674727742528702, -63.06029975985894, -76.13445527172105, -55.74181461745846, 52.148790276313484, -95.34301855194735, 71.79211420512077, -42.451929767505824, -149.3997740189176, -98.88297341828103, -98.40667899169047, -19.474655979491462, 12.399274478905634, 23.78190794086391, 131.73640828420304, -43.67458240966722, -31.92502362714792, 25.910527024275122, -65.29602810008888, 46.839770201872675, 20.034133425961553, -69.36706274677809, 14.537458392057914, -56.00232831798887, 72.6789392913728, -114.06285261174372, -92.33475456498606, -163.6688758632027, 13.087681666305524, -129.43821406940222, -99.21220229492036, -147.69210756932998, -190.0525632402237, -98.93271856561711, -203.86971541040094, -201.81014482668962, -194.97005440239988, -59.73862585344069, 6.0]",1.7027660371394189
"[219.70397148214352, 15.761229344129458, -6.937116997756339, 43.21902450710071, -98.94532535085614, 124.31965276022578, 173.30000894778638, 105.12096114969577, 108.30598989511236, 82.86620757008, 6.4661311180230605, -211.03213681938195, 579.3474890726353, 199.38411769944398, 108.09929299761214, 168.71499399035307, -26.68641112127626, -3.8151291175939095, 465.64961991295735, 1156.0379594845842, 510.7914266966114, 792.0257371099931, 33.42835383370417, 33.47456434440886, 209.62910976929444, -7.1664605319423975, -36.209244250657605, 25.57319504079055, 78.86517519087406, 57.688172594887455, -143.45760770261666, -110.00652800272962, -187.7825431409688, 4.330523259526174, 147.62518375208685, -69.54033559164466, -90.33891953102088, -17.62622724767529, 56.45100310915946, -8.13968193343309, -64.74694567233153, 1.5841752121764265, -250.0347610350604, -126.45452240098508, -75.65608724505074, -108.64217250668172, -246.0644441282938, 32.82902383790692, 144.2210479501283, -23.51041532903259, -88.70160796405877, 25.437484071211188, 103.95322242762563, -74.51693785030261, 34.86615505387663, 399.89881325949915, 249.5368962357189, -9.9754734152077, 106.91943289053748, -15.611937765305923, 735.6881570550726, 17.437931910276205, 19.625805174831275, -34.18186551175878, 7.743824514329008, 681.1363350265577, 692.4697130750768, 1351.334789371225, 689.4248182044867, 117.51036740277647, -27.892908924009657, -18.31626842402461, 2.0]",2.6010742658868895
"[100.11131717477288, 30.785742468210866, 39.06571663427919, 283.69621921772926, 50.674912053050114, 14.271580532862695, -36.761451540510926, 340.43127949625114, 189.93402405584527, 47.71110376253124, -30.239329220524674, 136.77495938883362, 464.2464115564529, 107.83732268625043, 130.1619167931762, 40.449932909301154, 343.31728353996624, 82.99688970265483, 316.9387571728917, 577.6001833549964, 370.42570354417336, 292.63990173563354, 112.96539285405534, 0.24293354161880243, 180.91756880447383, 47.57044292535586, -56.47578349271334, 82.78012779588651, -181.17341413207217, 108.99918146656645, -44.301777889560114, -95.11692449448252, -204.29263627569483, -30.49035619751839, -256.82218228391366, -49.824785624627346, -1.1213710415745524, -76.06810945408252, -68.710684104657, -47.01954909079448, -145.63664799763583, -96.85285885175249, -156.94139171892846, -70.60827326821031, -76.65112353911918, -17.714330990503157, -201.81265199004807, -86.40349716717303, 184.97688449505898, 72.0484762314501, -91.19938880667362, -56.58002703787642, 109.8016817522148, -2.8176317165279845, -114.91380315931961, -34.657182206752246, -122.22894840700184, -31.678518935170906, 2.082595495562768, -67.05967339010407, -27.064573222987466, -155.53896244462385, -86.1850056065128, -111.35275411451055, -4.6852590201589575, -252.1997167346723, -206.18055101809324, -65.31769984637049, -143.66263495488042, -98.37899993097332, -37.94655789136539, -84.10217214712291, 3.0]",2.0305190937976616
"[179.38484379605683, 68.07517189628243, -165.7081476953123, 158.3099319549157, -56.50418392746594, 57.49936931703375, 116.54542827620641, -5.959457746385688, 43.00930481816555, 196.204194140434, 160.76866237661554, -67.30100715296763, 431.90921601533836, 21.77264161318282, -38.471531948900726, 21.929409937724152, 6.315724521129587, -4.290579037832715, 769.9192400423636, 239.89250510074552, 1249.0132902250623, 388.6131398941209, -131.26281938969245, -29.369832638008802, 100.49250911126346, -2.1258849246860785, 73.2520708148405, 98.99331880140767, -4.090012638699923, -204.83021414946873, -101.77271621314995, 60.26820463164905, 7.724373902314492, -14.310181345174934, 53.22527431541121, -11.365584801345916, -137.47192997774678, -55.74089499375675, -31.326155749542924, 38.46491658853471, 1.4559467098663528, -44.99282326550232, -187.78707112433253, -294.46784439226377, -45.55169849647165, 199.27220772977543, -139.35916748489848, 9.768386214320149, 240.6859852221605, 39.35160080581363, 22.826923654021012, -2.4771496801444455, 163.23096447356585, 73.94185924832837, 71.80485970558347, 738.1592360213809, 16.964958787155048, 102.37366927794837, -23.04340658293216, 1018.4574204356973, -191.02485260143789, 6.25658948699204, -62.61554974464264, 28.69246003129974, 42.02919320977624, 1571.841425935229, 442.602725406543, 1280.090009753459, 808.1145566612514, 112.6191647509771, -2.5867015465246297, 11.999971013524277, 2.0]",2.6748917434394377
"[141.35747741044753, 72.14152193265978, -54.83669781128062, -53.22841806404269, -54.63908008105678, 20.097626402579383, -8.281652821280119, 79.68296508958629, 188.46612711610553, 39.20777913247311, 119.87761983478187, 80.91367453332174, 168.4035642380166, 472.4275846233057, 185.42067746655567, 40.62540336963064, 168.49425094956663, 85.87547978475138, 200.0052101837226, 626.0356759078976, 252.41070603968006, 4.073884872957276, 161.59427542446045, -22.97756887732643, 178.96690059963558, 166.07851225770472, 138.43016221523328, 28.17327465692324, -33.15661979252488, 48.55181565409537, -72.86352997491021, -100.56464185523518, -118.48424746178051, -56.36811913785539, 52.034989968720325, -21.60839747202555, -84.4346532606771, -58.541337283774624, -206.75703352674788, -60.029066632037726, -109.66648570602882, -103.13361519600423, -118.21014827064407, -185.4322352594397, -173.117638506157, -116.7918376342706, -107.6600578518774, -99.61833504617368, 228.31274008575164, -65.53832534785515, 0.8638836405795454, -15.406947373932368, -54.91019009392738, 34.92850487090136, -20.30647012449708, -74.6602348402476, -19.07549293561029, 28.377164546654182, 23.07155567497485, -16.880515035405878, -154.98920873335757, -39.37144301428167, 26.185404250867403, -87.58352417773875, -25.905035757036924, -203.83602714742213, -353.6699511894522, 49.396366657297534, -78.02970679273697, -259.26692135737846, -4.420281083902422, -16.656611320398408, 3.0]",2.1792800574006588
"[155.35392324629916, 11.33956616278303, -49.13431484174543, 15.816411269563666, 29.63597532188352, 26.421849453803144, 63.3820011663387, 63.29190528338902, 114.08466600944651, 235.92685867384412, 37.432115143438416, 7.066896489146186, 245.4922886480278, 95.07014843850416, 114.98634656194733, 149.55557365560955, 106.3318086950024, 275.0595593045637, 280.6430021280472, 312.54604371299683, 170.12207048588562, 269.0882346574818, 79.7976643981266, 43.441996800031994, 136.67480808333804, 23.87935680786291, 3.603372753044008, -66.26585056477334, 10.32870405946631, 21.448176093138468, -34.75937938612152, -79.50250806716392, -34.672254842172634, -63.76525885843056, -54.29510430259176, -0.10289413609466713, -17.1891080979339, -86.57638010501726, -112.79742998287816, 28.973733878372794, -1.5620192617182576, -45.906032454101165, -35.78724698153918, -50.6035042834587, -72.26667089968957, -47.77167157354962, -91.0924457861777, -15.592662164359302, 66.97692421056308, 60.48107395502329, 53.07783891744044, 57.507489924539506, 10.21376967203368, 19.06280432825927, -114.68863618394884, -169.25667449004723, -164.10169826982732, -105.31473959948168, -108.15273514494578, -227.50998948841814, -69.47002303223577, -126.42337442333088, -129.17248708767443, -45.824506401386266, -175.22087886819034, -92.36995903497794, -117.40719826912039, -115.94128879158949, -159.88465641891534, -98.2453341893019, -148.93939386518235, -57.486736408280045, 7.0]",1.6425071474550235
"[126.04086155762357, -23.363308195351756, 44.837348330804545, -25.506124392139135, -43.19253279274933, -102.49769662412561, 65.57013949031867, 358.1034576745318, 122.22465756855358, 35.336822160635265, 74.74465493926294, 87.73405980330797, 220.28530971939253, 267.87723393832357, 78.75266781910878, 80.69168290682825, 268.28444624114786, 117.43563482277217, 235.32315445303735, 369.35801149155566, 172.3998535442393, 126.10255794304688, 51.4569736794601, 42.94147595504681, 154.9445323119211, 158.91900321359867, -7.165728857770497, 85.79582724598178, -235.23290615517445, -150.51741903975548, -81.19557061624481, -32.32034457197781, -125.00064035508906, -24.79256838959058, 50.947224391747326, -40.92303673826875, -25.593952080306376, -69.11777830233859, -21.499351183385826, -46.286475824428855, 3.105543475955158, 3.053796331041506, -105.06986543180282, -33.661941631175544, -53.95826793566054, 21.526123134391632, -62.87584902794011, -4.940074011586531, 131.4421542184412, 103.72544875094681, -55.91147580604389, 20.810102595376343, 1.7076111017771431, -180.16689952798535, -18.51426268089639, -65.68460521485363, -123.48335213138918, -121.775207416061, -105.58979501010933, -103.95444587678374, -79.31540134040003, -47.52150785200004, -109.66840756000819, -87.60820792141088, -22.969273558108508, -135.69053321317878, -141.81691407500887, -77.76583585290165, -150.48281438562526, -191.17790590003915, -176.99669837477177, -53.343397976436975, 6.0]",1.6842721696147054
